:START_ID(Authors),Title,Year,:END_ID(Authors),:TYPE
98,"Die Ontologie und Axiomatik der Wissensbasis von LEU/2 - Erfahrungen, Probleme, Ausblicke",1991,57,Collaborate
103,An Anaphora Resolution Procedure for Machine Translation,1991,23,Collaborate
19,Correctness Proof for the WAM,1991,31,Collaborate
19,Draft Report of the Logic Programming Language PROTOS-L,1991,18,Collaborate
19,Draft Report of the Logic Programming Language PROTOS-L,1991,73,Collaborate
18,Draft Report of the Logic Programming Language PROTOS-L,1991,73,Collaborate
26,Word Order and Focus Projection,1987,112,Collaborate
19,Qualittssicherung durch Programmverifikation und algebraische Methoden in der Softwareentwicklung,1988,116,Collaborate
19,Qualittssicherung durch Programmverifikation und algebraische Methoden in der Softwareentwicklung,1988,117,Collaborate
116,Qualittssicherung durch Programmverifikation und algebraische Methoden in der Softwareentwicklung,1988,117,Collaborate
98,Modelling Spatial Knowledge on a Linguistic Basis,1990,99,Collaborate
98,Modelling Spatial Knowledge on a Linguistic Basis,1990,119,Collaborate
99,Modelling Spatial Knowledge on a Linguistic Basis,1990,119,Collaborate
19,An Algebraic Characterization of STUF,1988,53,Collaborate
19,An Algebraic Characterization of STUF,1988,83,Collaborate
53,An Algebraic Characterization of STUF,1988,83,Collaborate
19,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,40,Collaborate
19,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,53,Collaborate
19,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,121,Collaborate
40,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,53,Collaborate
40,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,121,Collaborate
53,An Order Sorted Predicate Logic with Closely Coupled Taxonomic Information,1989,121,Collaborate
124,Slide Search.,1978,89,Collaborate
124,Slide Search.,1978,125,Collaborate
89,Slide Search.,1978,125,Collaborate
45,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,1986,25,Collaborate
127,Database Snapshots.,1980,91,Collaborate
19,The Algebra of Feature Graph Specifications,1989,53,Collaborate
48,Gebietskonstituierende Prozesse,1988,122,Collaborate
86,Representation and Reasoning with Attributive Descriptions,1989,71,Collaborate
130,Index Path Length Evaluation for the Research Storage System of System R.,1980,124,Collaborate
132,"Projekt ""Elektronische Wrterbcher/Lexika"": Abschlubericht der Definitionsphase",1990,133,Collaborate
28,On Subsumption and Semiunifaction in Feature Algebras,1989,134,Collaborate
135,Resolution with Feature Unification,1988,40,Collaborate
110,The Many-Valued Theorem Prover ,1992,68,Collaborate
110,The Many-Valued Theorem Prover ,1992,136,Collaborate
110,The Many-Valued Theorem Prover ,1992,137,Collaborate
68,The Many-Valued Theorem Prover ,1992,136,Collaborate
68,The Many-Valued Theorem Prover ,1992,137,Collaborate
136,The Many-Valued Theorem Prover ,1992,137,Collaborate
138,Wissensbasisverwaltung fr LILOG,1988,139,Collaborate
14,EFTA: A Database Retrieval Algebra for Feature Terms,1991,25,Collaborate
19,An Order-Sorted Logic for Knowledge Representation Systems,1990,40,Collaborate
19,An Order-Sorted Logic for Knowledge Representation Systems,1990,53,Collaborate
19,An Order-Sorted Logic for Knowledge Representation Systems,1990,43,Collaborate
19,An Order-Sorted Logic for Knowledge Representation Systems,1990,121,Collaborate
40,An Order-Sorted Logic for Knowledge Representation Systems,1990,53,Collaborate
40,An Order-Sorted Logic for Knowledge Representation Systems,1990,43,Collaborate
40,An Order-Sorted Logic for Knowledge Representation Systems,1990,121,Collaborate
53,An Order-Sorted Logic for Knowledge Representation Systems,1990,43,Collaborate
53,An Order-Sorted Logic for Knowledge Representation Systems,1990,121,Collaborate
43,An Order-Sorted Logic for Knowledge Representation Systems,1990,121,Collaborate
142,Sort Processing in a Deductive Database System,1991,24,Collaborate
142,Sort Processing in a Deductive Database System,1991,102,Collaborate
24,Sort Processing in a Deductive Database System,1991,102,Collaborate
19,Stepwise Software Development with Algebraic Specifications,1990,117,Collaborate
80,Das Projekt EXCEPT: Expert-System for Computer-Aided Environmental Planning Tasks,1990,79,Collaborate
19,"On the Interpretation of Equality, Sorts, and Logic Programming",1987,53,Collaborate
14,Differential Closure Computation for General Horn-Clause Queries,1991,145,Collaborate
14,Differential Closure Computation for General Horn-Clause Queries,1991,102,Collaborate
145,Differential Closure Computation for General Horn-Clause Queries,1991,102,Collaborate
146,Zur Syntax prnominaler Elemente in einer kategorialen Unifikationsgrammatik des Deutschen,1989,44,Collaborate
40,A Calculus for Order-Sorted Predicate Logic with Sort Literals,1989,43,Collaborate
19,A WAM Extension for Type-Constraint Logic Programming: Specification and Correctness Proof,1991,31,Collaborate
120,An Approach to Manage Large Inheritance Networks,1987,45,Collaborate
149,Definite Resolution over Constraint Languages,1988,71,Collaborate
152,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,93,Collaborate
152,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,153,Collaborate
152,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,89,Collaborate
93,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,153,Collaborate
93,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,89,Collaborate
153,The Gamma-0 n-ary Relational Data Base Interface Specifications of Objects and Operations.,1973,89,Collaborate
28,Sorted Feature Terms and Relational Dependencies,1991,54,Collaborate
157,Ein neuer Ansatz zur Integration unterschiedlicher lexikalischer Resourcen,1991,150,Collaborate
31,A Formal Operational Semantics for PROLOG III: Using Dynamic Algebras,1990,43,Collaborate
73,Persistente Datenspeicherung in einer logischen Programmiersprache mit relationalen und deduktiven Datenbanken,1992,19,Collaborate
73,Persistente Datenspeicherung in einer logischen Programmiersprache mit relationalen und deduktiven Datenbanken,1992,143,Collaborate
19,Persistente Datenspeicherung in einer logischen Programmiersprache mit relationalen und deduktiven Datenbanken,1992,143,Collaborate
158,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,159,Collaborate
158,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,23,Collaborate
158,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,160,Collaborate
159,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,23,Collaborate
159,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,160,Collaborate
23,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,1992,160,Collaborate
162,Die Sloppy/Referenzielle Ambiguitt: Bildungssyntax oder Diskursreprsentationstheorie?,1988,163,Collaborate
39,Knowledge in Operation,1991,53,Collaborate
165,Graph Based Extension of the LILOG Inference Engine,1992,135,Collaborate
43,Tableau Calculus for Order Sorted Logic,1990,114,Collaborate
167,The Compilation of a High Level Data Language.,1979,168,Collaborate
170,Using Knowledge-Based Methods to Administrate an Access Control System,1992,171,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,173,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,174,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,175,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,176,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,80,Collaborate
172,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
173,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,174,Collaborate
173,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,175,Collaborate
173,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,176,Collaborate
173,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,80,Collaborate
173,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
174,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,175,Collaborate
174,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,176,Collaborate
174,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,80,Collaborate
174,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
175,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,176,Collaborate
175,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,80,Collaborate
175,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
176,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,80,Collaborate
176,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
80,Erster EXCEPT-Workshop: Computeruntersttzte Umweltvertrglichkeitsprfung,1990,177,Collaborate
53,The Semantics of Asserting and Retracting Clauses to Logic Programs,1987,19,Collaborate
179," Presupposition, Anaphora, and Lexical Content",1991,106,Collaborate
14,LILOG-DB: Database Support for Knowledge-Based Systems,1988,25,Collaborate
14,LILOG-DB: Database Support for Knowledge-Based Systems,1988,24,Collaborate
14,LILOG-DB: Database Support for Knowledge-Based Systems,1988,142,Collaborate
14,LILOG-DB: Database Support for Knowledge-Based Systems,1988,102,Collaborate
25,LILOG-DB: Database Support for Knowledge-Based Systems,1988,24,Collaborate
25,LILOG-DB: Database Support for Knowledge-Based Systems,1988,142,Collaborate
25,LILOG-DB: Database Support for Knowledge-Based Systems,1988,102,Collaborate
24,LILOG-DB: Database Support for Knowledge-Based Systems,1988,142,Collaborate
24,LILOG-DB: Database Support for Knowledge-Based Systems,1988,102,Collaborate
142,LILOG-DB: Database Support for Knowledge-Based Systems,1988,102,Collaborate
180,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,88,Collaborate
180,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,122,Collaborate
180,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,151,Collaborate
88,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,122,Collaborate
88,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,151,Collaborate
122,Elsa-Wanderung fr Linguisten: Exemplarische Analyse und Reprsentation eines Satzes aus einer Reisebeschreibung,1988,151,Collaborate
138,Die Struktur des Lexikons fr LILOG,1988,150,Collaborate
138,Die Struktur des Lexikons fr LILOG,1988,56,Collaborate
150,Die Struktur des Lexikons fr LILOG,1988,56,Collaborate
102,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,1988,184,Collaborate
19,PROTOS-L: Towards a Knowledge Base Programming Language,1989,18,Collaborate
14,Rule Rewriting Techniken zur globalen Optimierung von FLL-Programmen,1989,186,Collaborate
60,A Persistent Store for Large Shared Knowledge Bases,1990,59,Collaborate
60,A Persistent Store for Large Shared Knowledge Bases,1990,187,Collaborate
60,A Persistent Store for Large Shared Knowledge Bases,1990,188,Collaborate
59,A Persistent Store for Large Shared Knowledge Bases,1990,187,Collaborate
59,A Persistent Store for Large Shared Knowledge Bases,1990,188,Collaborate
187,A Persistent Store for Large Shared Knowledge Bases,1990,188,Collaborate
19,Feature Graphs and Abstract Data Types: A Unifying Approach,1988,53,Collaborate
132,A Reusable Lexical Database Tool for Machine Translation,1992,23,Collaborate
132,A Reusable Lexical Database Tool for Machine Translation,1992,160,Collaborate
23,A Reusable Lexical Database Tool for Machine Translation,1992,160,Collaborate
19,The Knowledge Representation Language L,1988,28,Collaborate
19,The Knowledge Representation Language L,1988,53,Collaborate
19,The Knowledge Representation Language L,1988,41,Collaborate
19,The Knowledge Representation Language L,1988,43,Collaborate
19,The Knowledge Representation Language L,1988,45,Collaborate
28,The Knowledge Representation Language L,1988,53,Collaborate
28,The Knowledge Representation Language L,1988,41,Collaborate
28,The Knowledge Representation Language L,1988,43,Collaborate
28,The Knowledge Representation Language L,1988,45,Collaborate
53,The Knowledge Representation Language L,1988,41,Collaborate
53,The Knowledge Representation Language L,1988,43,Collaborate
53,The Knowledge Representation Language L,1988,45,Collaborate
41,The Knowledge Representation Language L,1988,43,Collaborate
41,The Knowledge Representation Language L,1988,45,Collaborate
43,The Knowledge Representation Language L,1988,45,Collaborate
191,Some Bounds on Multiparty Communication Complexity of Pointer Jumping,1995,192,Collaborate
191,Some Bounds on Multiparty Communication Complexity of Pointer Jumping,1995,193,Collaborate
192,Some Bounds on Multiparty Communication Complexity of Pointer Jumping,1995,193,Collaborate
195,Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima,1995,196,Collaborate
195,Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima,1995,197,Collaborate
196,Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima,1995,197,Collaborate
199,Computational Convexity,1996,200,Collaborate
196,IDDS: An Interactive Decentallzed Documentation System,2001,202,Collaborate
196,IDDS: An Interactive Decentallzed Documentation System,2001,203,Collaborate
202,IDDS: An Interactive Decentallzed Documentation System,2001,203,Collaborate
204,Discrete Tomography: Determination of Finite Sets by X-Rays,1995,199,Collaborate
208,On Smoothing of Generalized max-Functions via epsilon-Regularization,1996,209,Collaborate
210,Proximal Interior Point Approach in Convex Programming,1996,209,Collaborate
204,On the Reconstruction of Binary Images from Their Discrete Radon Transforms,1996,199,Collaborate
204,On the Reconstruction of Binary Images from Their Discrete Radon Transforms,1996,212,Collaborate
199,On the Reconstruction of Binary Images from Their Discrete Radon Transforms,1996,212,Collaborate
207,ForkLight: A Control-Synchronous Parallel Programming Language,1998,213,Collaborate
210,Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces,2001,209,Collaborate
216,Approximation of the Newton Step by a Defect Correction Process,1999,217,Collaborate
216,Approximation of the Newton Step by a Defect Correction Process,1999,218,Collaborate
217,Approximation of the Newton Step by a Defect Correction Process,1999,218,Collaborate
196,OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols,1997,220,Collaborate
222,Constraint Decomposition Algorithms in Global Optimization,1993,223,Collaborate
201,On the Power of Polynomial Bit-Reductions,1992,224,Collaborate
201,On the Power of Polynomial Bit-Reductions,1992,225,Collaborate
201,On the Power of Polynomial Bit-Reductions,1992,226,Collaborate
201,On the Power of Polynomial Bit-Reductions,1992,227,Collaborate
224,On the Power of Polynomial Bit-Reductions,1992,225,Collaborate
224,On the Power of Polynomial Bit-Reductions,1992,226,Collaborate
224,On the Power of Polynomial Bit-Reductions,1992,227,Collaborate
225,On the Power of Polynomial Bit-Reductions,1992,226,Collaborate
225,On the Power of Polynomial Bit-Reductions,1992,227,Collaborate
226,On the Power of Polynomial Bit-Reductions,1992,227,Collaborate
